human_bin,smiles,proteinName,protein_dataset
1,C(C(CO)O)O,prot134,human
1,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,prot516,human
0,C[C@]12CCC3C(C1CC[C@]2(C#C)O)CCC4=CC(=C(C=C34)O)O,prot523,human
1,C(C(CO)O)O,prot926,human
1,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,prot347,human
0,CC(C)C[C@@](C)(C(=O)O)N,prot927,human
1,CCCCCCCC(=O)O,prot692,human
1,C1CCC(C1)N2C3=C(C(=N2)C4=CN=C5C(=C4)C=CN5)C(=NC=N3)N,prot69,human
0,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)O,prot928,human
1,C1=CC=C(C=C1)O,prot155,human
0,C1=CC(=CC=C1C[C@H](C(=O)O)N)Cl,prot929,human
0,CCN(CC)C(C)OC(=O)C1=CC=CC=C1OC(=O)C,prot588,human
0,CC(C)CC(C(=O)OC)N,prot911,human
0,B#B,prot930,human
1,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,prot28,human
0,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,prot932,human
0,C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O,prot933,human
1,CC1=C2C(=NC(=NC2=NC=C1CNC3=CC=CC4=C3C=CC=N4)N)N,prot443,human
1,CCCCCC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(CCN3CCOCC3)[C@H](C(C)C)C(=O)NO,prot154,human
1,C[C@@H](CC(C)(C)O)O,prot934,human
1,COC1=CC=C(C=C1)S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCCN,prot122,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot843,human
1,CC1=C(SC(=N1)C)C2=NC(=NC=C2)N,prot9,human
1,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,prot28,human
1,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,prot28,human
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CO)CO,prot353,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot9,human
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot937,human
1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,prot938,human
0,C(CCN)CC(=O)O,prot704,human
1,CC1=C(C(=O)C2=CC=CC=C2C1=O)CCCCCC(=O)O,prot672,human
1,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F,prot473,human
0,CC1C(C(C(C(O1)O[C@@H]2[C@H](C3=C(C4=C(C(=C(C=C24)C)C(=O)NC(C)C(=O)O)OC)C(=C5C(=C3)C(=O)C6=C(C(=C(C=C6C5=O)OC)C)O)O)O)O)OC7C(C(C(CO7)O)O)O)N(C)C,prot788,human
0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,prot214,human
1,CC(C)[C@H](C(=O)NO)N(CC1=CN=CC=C1)S(=O)(=O)C2=CC=C(C=C2)OC,prot89,human
1,C1C[C@@H]2C3=C(C=CC=C3NC(=O)NC4=CC=CC=N4)C(=O)N2C1,prot9,human
1,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,prot28,human
1,CCSC(=N)N,prot143,human
0,C1CC(C1)O,prot288,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot411,human
0,C[C@@H]([C@H]1CCC2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,prot941,human
1,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,prot942,human
1,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot28,human
0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,prot944,human
0,CC1=N/C(=N\NC2=C(C=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)/C(=C(C1=O)C=O)COP(=O)(O)O,prot945,human
0,CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCC,prot947,human
1,C(CCO)CO,prot153,human
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,prot112,human
1,C(C(CO)O)O,prot563,human
1,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N,prot9,human
1,C(C(CO)O)O,prot9,human
1,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN=C2N)I,prot949,human
0,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,prot284,human
0,C1=CC(=CC(=C1)Cl)C(=O)O,prot715,human
1,C[C@H]([C@@H]([C@@H](C#CC1=C(C=CC2=C1/C(=C/C3=C(C=CN3)OC)/C(=O)N2)F)O)N)O,prot9,human
0,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1,prot30,human
1,C(C(=O)O)N,prot950,human
1,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,prot118,human
0,CC(C(C(=O)O)N)O,prot350,human
1,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,prot86,human
0,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C,prot191,human
1,CS(=O)(=O)N1CCC(CC1)[C@H]2C3=C(C=C(C=C3)Cl)C(=CC4=C2N=CC=C4)N5CCNCC5,prot952,human
1,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,prot28,human
1,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,prot28,human
0,CC1CC2C(C(C3(C1C=CC3=O)C)OC(=O)CC(=O)OC4C5C(CC(C6C4(C(=O)C=C6)C)C)OC(=O)C5=C)C(=C)C(=O)O2,prot953,human
1,C(C(CO)O)O,prot954,human
1,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,prot510,human
0,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,prot70,human
1,C([C@H](CS)O)O,prot9,human
1,C1CNC(=O)C2=C1NC(=C2)C3=CC(=NC=C3)C4=CC=CC=C4F,prot9,human
1,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,prot236,human
1,C1=CC2=C(C=C1S(=O)(=O)N)NC(=N2)C3=CSC=N3,prot3,human
1,C[As](=O)(C)O,prot263,human
1,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,prot28,human
0,C1CC(=C[NH+]([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N,prot957,human
0,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C,prot92,human
0,C1=CC=C2C(=C1)C=C(N2)O,prot531,human
1,CCOCCOCCOCCOCCOCCOCC,prot958,human
1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,prot3,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot959,human
1,C(C(CO)O)O,prot960,human
0,C1=CC=C(C=C1)COC=O,prot737,human
1,C1CN(CCC1NCC2=CC=CC=C2O)S(=O)(=O)NC3=CC(=CC=C3)OC4=CC=C(C=C4)F,prot9,human
1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,prot9,human
0,C[C@@H](CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4[C@H]([C@H]([C@H](O4)CO)O)O,prot961,human
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot962,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot963,human
1,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,prot827,human
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot77,human
0,C1CC(C1)O,prot935,human
0,C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CC(=O)N)CCCCN)NC(=O)CNC(=O)[C@H](C)N)C(=O)O)CO)[C@@H](C)O)CC6=CC=CC=C6)O,prot965,human
0,CC1C(C(C(C(O1)O[C@@H]2[C@H](C3=C(C4=C(C(=C(C=C24)C)C(=O)NC(C)C(=O)O)OC)C(=C5C(=C3)C(=O)C6=C(C(=C(C=C6C5=O)OC)C)O)O)O)O)OC7C(C(C(CO7)O)O)O)N(C)C,prot966,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot967,human
1,C(C(CO)O)O,prot968,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot959,human
1,COC1=CC=C(C=C1)N2C[C@@H](C3=C(S2(=O)=O)SC(=C3)S(=O)(=O)N)O,prot3,human
1,C(CS)O,prot970,human
1,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCC2=CN=CC=C2,prot692,human
1,COC1=CC=C(C=C1)C(=O)C2=C(N=C(S2)NC3=CC=C(C=C3)OC)N,prot309,human
1,CCOC(=O)CO/N=C(/C1=CC=CC=N1)\C2(CC2)C3=CC4=C(C=C3)N(C(=N4)CNC5=CC=C(C=C5)C(=N)N)C,prot85,human
1,CC(C)[C@H](CO)NC1=NC2=C(C(=N1)NC3=CC(=CC=C3)Cl)N=CN2C(C)C,prot612,human
1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,prot9,human
1,C(C(CO)O)O,prot972,human
1,C1C[C@H](N([C@H]1C2=CC=CC=C2)C(=O)CNC(=O)[C@H](CC3=CC=CC=C3)S)C(=O)O,prot558,human
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot69,human
0,CC(=O)[CH2],prot973,human
1,CCO,prot565,human
0,CCCCCC(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCCCC(=O)O)O)O)O,prot174,human
1,COC1=CC=C(C=C1)S(=O)(=O)N2CN(C(=O)C[C@@H]2C(=O)NO)CC3=CC=CC=C3,prot89,human
1,C1=CC2=C(C=C(S2)C(=[NH2+])N)C(=C1)I,prot460,human
0,CCC(C1=CC=CC=C1)C(=O)O,prot975,human
0,CCCCC1=C(ONC1=O)C[C@@H](C(=O)O)N,prot508,human
0,C[C@H]([C@H](CCC(=O)O)N)O,prot313,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot448,human
0,CCNC(=O)[C@@H]1[C@@H]([C@@H](C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O,prot976,human
1,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N,prot3,human
0,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,prot978,human
0,C[C@H]1[C@@H]([C@@H](CC(O1)O)O)O,prot140,human
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,prot28,human
0,C1=CC(=CC=C1C[C@H](C(=O)O)N)Cl,prot980,human
0,C[C@]12CC[C@@H](C[C@H]1CCC3C2CC[C@]4([C@@]3(CCC4C5=CC(=O)OC5)O)C)O,prot981,human
1,C[C@@H](CC(C)(C)O)O,prot982,human
1,C1CCC(C1)OCC(=O)N2CCC[C@H]2C(=O)NCC3=CC=C(C=C3)C(=N)N,prot85,human
1,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC(=CC=C3)[N+](=O)[O-],prot9,human
0,C(CN)CO,prot985,human
0,C1=NC2=C(C(=N1)N)N=CN2C3[C@@H]([C@@H]([C@H](O3)C(=O)N)O)O,prot642,human
1,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC(=CC=C4)N,prot69,human
1,C([C@@H](C(=O)O)N)C(=O)O,prot525,human
1,C1=CC(=CC=C1[C@H](CN=[N+]=[N-])O)[N+](=O)[O-],prot296,human
0,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4,prot986,human
0,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,prot987,human
0,C/C=C(\CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)/C(C)C,prot988,human
1,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,prot9,human
0,CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O,prot989,human
1,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,prot767,human
1,C(CS)O,prot990,human
0,CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CC(CC[C@H]2CCCO)O)O,prot991,human
0,C1=NC2=C(N1C3[C@H]([C@H]([C@H](O3)CO)O)O)N=C(N=C2N)Cl,prot992,human
0,CC[C@H]1CN2CCC1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O,prot993,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot994,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot643,human
1,C[C@@H](CC(C)(C)O)O,prot995,human
0,C1CC2CNC(CC2CC1CP(=O)(O)O)C(=O)O,prot431,human
1,C1=CC2=C(C=C1S(=O)(=O)N)NC(=N2)C3=CSC=N3,prot3,human
0,C1=CC=C(C=C1)[C@@H]2[C@@H]([C@@H]2C(=O)O)C(C(=O)O)N,prot707,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot54,human
0,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,prot743,human
0,CN(C)N,prot996,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,prot997,human
1,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,prot28,human
1,CC1=CC(=O)C2=CC=CC=C2C1=O,prot106,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot998,human
0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,prot400,human
1,C([C@H]([C@@H](CS)O)O)S,prot999,human
1,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,prot28,human
0,CCCC/C=C\CCCCCCCCCC=O,prot1000,human
1,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1CC2=CN(CCCCCCNC1=O)C3=CC=CC=C23,prot89,human
1,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC,prot89,human
0,C1=CN=CC=C1CO,prot202,human
1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=CN(C=C43)C(=O)CC5=CC=CS5,prot9,human
1,CC(C)OP(=O)(O)O,prot44,human
0,C[C@H](C(=O)O)[C@](CC(=O)O)(C(=O)O)O,prot488,human
0,C1C(CNC1C(=O)O)O,prot25,human
1,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot28,human
0,CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C,prot599,human
0,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,prot376,human
1,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,prot747,human
1,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,prot211,human
0,CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O,prot1002,human
1,CC(C)(C(=O)O)N,prot85,human
1,C(CS)O,prot792,human
1,C(C(CO)O)O,prot672,human
1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,prot5,human
1,CSCC[C@@H](C(=O)O)NC=O,prot974,human
1,CN1C(=CC(=N1)C2=CC=CC=C2)NS(=O)(=O)O,prot282,human
1,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CC=C(C=C4)Br)N,prot9,human
0,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@@H]4[C@@]3(CC[C@@](C4)(C=C)O)C)C,prot718,human
1,C(C(CO)O)O,prot319,human
1,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,prot1004,human
0,CC(=CC(=O)O)C,prot1005,human
0,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,prot1006,human
0,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=C3C=CC(=C4)O,prot616,human
1,C(C(CO)O)O,prot77,human
0,C([C@H]([C@H]([C@H](C(=O)CO)O)O)O)O,prot1007,human
0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C(CN)N,prot107,human
1,C1=CC=C(C=C1)CN,prot44,human
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot612,human
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot338,human
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot69,human
1,C1=CC(=CC=C1CNC(=O)C2=CC=C(C=C2)S(=O)(=O)N)F,prot3,human
0,CC(C)C[C@@](C)(C(=O)O)N,prot868,human
1,CC(C)[C@H](CO)NC1=NC2=C(C(=N1)NC3=CC(=CC=C3)Cl)N=CN2C(C)C,prot1009,human
1,CC(=CCC/C(=C/CC/C(=C/CCN(C)CCOP(=O)(O)OP(=O)(O)O)/C)/C)C,prot747,human
1,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,prot276,human
1,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,prot28,human
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CN)O)O,prot1010,human
1,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,prot3,human
0,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)[O-])C(=S)N,prot1012,human
0,O[P+](=O)O[P+](=O)O,prot331,human
0,C([C@@H]1[C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O,prot669,human
0,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,prot450,human
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot9,human
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot478,human
1,CN(C)C[C@@H](COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl)O,prot9,human
1,CN(CC1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N,prot3,human
0,C1=C(N=C2C(=N1)NC(=NC2=O)N)C(C(CO)O)O,prot448,human
0,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO,prot1014,human
0,CC(C(C(C(C=O)O)O)O)O,prot616,human
0,C#CC(CCC(=O)O)N,prot1015,human
1,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,prot28,human
0,CNC1=NC=NC2=C1N=CN2[C@H]3CC[C@H](O3)CO,prot1016,human
1,C(C(=O)O)C(=O)O,prot767,human
1,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,prot256,human
1,CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)Br)OC)N)C#N,prot9,human
0,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O,prot1018,human
0,CC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)OC(=O)C)O,prot64,human
0,[B]=O,prot1019,human
1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,prot9,human
0,C[C@@H]1CC2([C@@H]3[C@@](O3)(C(O2)O)C)O[C@@H]4[C@H]1[C@]5(CC[C@@]67C[C@@]68CCC(C([C@@H]8CC[C@H]7[C@@]5(C4)C)(C)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)C,prot316,human
1,C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3,prot202,human
1,C[C@@H](CC(C)(C)O)O,prot1020,human
0,[C@@H]1([C@@H]([C@H]([C@H]2[C@@H]([C@@H]1O)O2)O)O)O,prot767,human
1,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,prot90,human
1,CCCCN1C(=NC2=C1N=CN=C2N)CC3=CC=C(C=C3)OC,prot1021,human
1,C(CCCO)CCO,prot1022,human
0,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@H]1C(=O)CO)C)O)C)F,prot38,human
1,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,prot1023,human
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,prot28,human
0,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,prot1024,human
0,C(=O)(C(Br)(Br)Br)[O-],prot1025,human
1,C(C(F)(F)F)O,prot399,human
1,C1=CC2=C(NOC2=CC1=O)C3=CC(=C(C=C3O)O)Br,prot382,human
0,C1=CC(=CC=C1CCNC2=NC=NC3=C2N=CN3C4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,prot1028,human
0,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO,prot511,human
0,CN(C)N,prot848,human
0,CCCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,prot747,human
1,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,prot1029,human
