celegans_bin,smiles,proteinName,protein_dataset
1,CC1=CN(C(=O)NC1=O)[C@H]2CC[C@H](O2)COP(=O)(O)O,prot318,celegans
1,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,prot2,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot877,celegans
1,C(C(CO)O)O,prot25,celegans
1,C(C(CO)O)O,prot574,celegans
1,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,prot283,celegans
1,C1CC=C(C2=C(C1)ONC2=O)C[C@@H](C(=O)O)N,prot8,celegans
0,C#CCO,prot1049,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O,prot710,celegans
1,C[C@H](CCC1=CC=C(C=C1)O)NC(=O)CC2=C(NC3=CC=CC=C32)C4=CC=CC=C4,prot15,celegans
0,C1CC(=O)NC1C(=O)O,prot742,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot1051,celegans
1,C(C(CO)O)O,prot1052,celegans
1,C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O,prot3,celegans
1,CO/C=C(\C1=CC=CC=C1/C=C/C2=CC=CC=C2)/C(=O)OC,prot30,celegans
1,C1[C@@H]([C@H](CN(C1=O)CCC2=CC3=C(C=C2)OCO3)N)C4=CC(=C(C=C4F)F)F,prot139,celegans
0,CCC(=O)C1=CC=CC=C1,prot507,celegans
1,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=CN=CC(=C3)C(=O)N,prot178,celegans
1,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,prot1,celegans
1,CCCCC/C=C/C=C\1/[C@H](C=CC1=O)C/C=C/CCCC(=O)O,prot15,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot1054,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot1024,celegans
1,CC(C)C[C@H](C(=O)NO)N(CC1=CC=CC=C1)[P@@](=O)(C)C2=CC=CC=C2,prot338,celegans
0,CC(C)C(C(=O)O)N,prot778,celegans
0,C1=C(C=C(C(=C1O)O)O)C(=O)O,prot1055,celegans
0,C1CC(NC1)C(=O)O,prot1056,celegans
0,C1=CC(=CC=C1OCC(CO)O)Cl,prot1057,celegans
1,C(C(CO)O)O,prot1058,celegans
1,CCO,prot319,celegans
0,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,prot692,celegans
0,C(CO)C(C(=O)O)N,prot93,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot543,celegans
1,C(C(CO)O)O,prot15,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,prot57,celegans
1,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,prot1,celegans
0,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1060,celegans
1,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,prot25,celegans
0,C1C(CNC2=C1C(=O)N=C(N2)N)CCC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,prot345,celegans
0,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,prot778,celegans
0,CCCCCCO,prot1061,celegans
1,C[C@@H]([C@H](C(=O)O)N)C(=O)O,prot503,celegans
0,C(CC(C(=O)O)N)CN,prot1062,celegans
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot72,celegans
0,CC1=CNC2=CC=CC=C12,prot1063,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot25,celegans
0,CC(C(=O)O)N,prot30,celegans
0,CC(C(C(=O)O)N)O,prot468,celegans
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot230,celegans
1,C[C@@H](CC(C)(C)O)O,prot316,celegans
1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,prot1,celegans
0,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl,prot1065,celegans
1,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCC4CC4,prot40,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot144,celegans
1,CCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,prot810,celegans
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCCC(C(=O)O)N)O)O,prot235,celegans
0,CNCCNC,prot576,celegans
0,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)N)O,prot1066,celegans
1,CS(=O)C,prot3,celegans
0,C(=O)(C(=O)O)O,prot367,celegans
0,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O,prot286,celegans
0,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1,prot1067,celegans
0,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1068,celegans
0,CC(C)(C(=O)O)N,prot1069,celegans
1,CN(C)C[C@@H](COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl)O,prot25,celegans
1,C[C@@H](CC(C)(C)O)O,prot1070,celegans
0,CC(CC=O)O,prot815,celegans
0,CC1=CC(=C(C=C1)C(C)C)O,prot528,celegans
0,C1CC(OC1)N2C=C(C(=O)NC2=O)F,prot1071,celegans
0,CO[C@H]([C@H](C=O)O)[C@@H]([C@@H](CO)O)O,prot99,celegans
0,CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,prot205,celegans
1,COC1=C(C=CC(=C1)CS(=O)(=O)C)NC2=NC3=C(C=CN3)C(=N2)NC4=C(C(=CC=C4)F)C(=O)N,prot25,celegans
0,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,prot508,celegans
0,CC(C(C)O)O,prot321,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)O)O)O)O)O,prot421,celegans
1,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,prot1,celegans
0,COCCCCCCCCCCCC(=O)O,prot1072,celegans
1,C(C[C@@H](C(=O)O)N)CN,prot904,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot1073,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot230,celegans
0,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,prot1074,celegans
1,CC(=O)C(=O)O,prot6,celegans
0,C(CC(C(=O)O)N)C=O,prot551,celegans
1,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,prot1,celegans
1,C(C(CO)O)O,prot25,celegans
1,C(C(CO)O)O,prot1075,celegans
0,C1=CC=C(C=C1)COC=O,prot691,celegans
0,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,prot1077,celegans
0,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot1078,celegans
1,CC1=C(C(=NC(=N1)N)N)C#C[C@@H](C)C2=CC(=C(C=C2)C3=CC=CC=C3)OC,prot48,celegans
1,CSCC[C@H](C(=O)O)N,prot131,celegans
1,CC[Hg]SC1=CC=CC=C1C(=O)O,prot1,celegans
1,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,prot25,celegans
1,C(C(CO)O)O,prot191,celegans
1,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,prot1080,celegans
1,C1[C@H](NC(=O)[C@]12C[C@@H]2C(=O)O)C3=CC=C(C=C3)OCC4=CC(=NC5=CC=CC=C54)C6=CC=CC=C6,prot182,celegans
1,C1=CC(=CC=C1C(=O)O)N=C(N)N,prot479,celegans
0,C(CN)C(C(=O)O)N,prot215,celegans
0,C(C(C(C(C(=O)CO)O)O)O)O,prot1082,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,prot1083,celegans
0,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,prot28,celegans
0,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,prot811,celegans
0,CC(=O)C,prot489,celegans
0,CC(C)(CO)C(=O)C(=O)O,prot407,celegans
0,CCOC(=O)C1C(O1)C(=O)NC(CC(C)C)C(=O)NCCC(C)C,prot1084,celegans
1,C(C(CO)O)O,prot1085,celegans
1,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,prot40,celegans
0,C(=O)(C(=O)O)O,prot0,celegans
0,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N,prot1087,celegans
1,C([C@@H](C(=O)O)N)SS,prot25,celegans
0,C[C@@H]([C@H](C1=CC=CC=C1)O)NC,prot424,celegans
1,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,prot25,celegans
1,C1CN(CCC1O)C(=O)[C@H](CC2=CC=C(C=C2)F)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl,prot117,celegans
1,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,prot1,celegans
0,C1C(C1C(=O)O)C(C(=O)O)N,prot515,celegans
0,CC[C@H](C)[C@@H](C(=O)O)N,prot147,celegans
1,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)[C@@H]3CC(=O)NS3(=O)=O)C(=O)N,prot191,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1014,celegans
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,prot1,celegans
1,CSCC[C@H](C(=O)O)N,prot131,celegans
1,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,prot25,celegans
0,C(CO)O,prot1090,celegans
0,C(C(CO)(CO)CO)O,prot1091,celegans
1,C1=CC=C(C=C1)[C@@H](CN)NC(=O)C2=CC=C(S2)C3=C4C=CNC4=NC=C3,prot548,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)(O)O)O)O)O,prot1092,celegans
0,C(CC(C(=O)O)N)CC(C(=O)O)N,prot1093,celegans
0,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,prot196,celegans
0,C1C(C(OC1N2C=C(C(=O)NC2=O)F)COP(=O)(O)O)O,prot318,celegans
1,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot1,celegans
1,C(C(CO)O)O,prot1094,celegans
0,COCCCCCCCCCCCC(=O)O,prot360,celegans
1,C(C(CO)O)O,prot151,celegans
1,C(COCCOCCO)O,prot667,celegans
0,C1=CC(=CC=C1C(=O)O)F,prot362,celegans
0,CC(CCO)O,prot435,celegans
1,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@H](CCC(=O)O)O,prot15,celegans
1,CS(=O)C,prot25,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1089,celegans
1,C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=NC=C4)Br,prot25,celegans
1,C1=CC(=CC=C1CP(=O)(C[C@@H](CCC(=O)O)C(=O)O)O)I,prot382,celegans
0,CCCCC(CC)C(=O)O,prot576,celegans
1,C(C[C@@H](C(=O)O)N)CNC(=O)N,prot25,celegans
1,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,prot1,celegans
0,C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N,prot1095,celegans
1,C1C(=O)N([C@@H](S1)C2=CC(=CC=C2)Br)C3=C(C=CC(=C3)Cl)O,prot1096,celegans
0,C(CN)C#N,prot794,celegans
0,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,prot569,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1097,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot941,celegans
1,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,prot1,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,prot678,celegans
1,C1=C(C(=O)NC(=O)N1)F,prot160,celegans
1,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4,prot25,celegans
0,C1CCNC(C1)C(=O)O,prot271,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,prot791,celegans
0,CC(C(C(=O)O)N)O,prot1099,celegans
1,COC1=C(C=C(C=C1)NC2=NC(=NC=N2)NC3=CC(=C(C(=C3)OC)OC)OC)Cl,prot178,celegans
0,CC(CCO)O,prot942,celegans
0,C1CC(OC1)N2C=C(C(=O)NC2=O)F,prot593,celegans
0,C(C(=O)O)C(=O)O,prot167,celegans
1,CC(=O)N[C@@H](CCSC)C(=O)O,prot30,celegans
0,C(C(=O)[O-])F,prot942,celegans
1,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,prot1,celegans
1,C([C@@H](C(=O)O)N)O,prot1101,celegans
0,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,prot1102,celegans
1,C(C(CO)O)O,prot25,celegans
0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,prot212,celegans
1,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,prot1,celegans
1,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,prot1104,celegans
0,CC(C)C(CC(=O)O)(C(=O)O)O,prot23,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1105,celegans
1,C(C(CO)O)O,prot88,celegans
0,C(CCC(=O)O)CC(=O)O,prot44,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot855,celegans
1,C(C(CO)O)O,prot656,celegans
0,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,prot1106,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot25,celegans
0,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,prot915,celegans
0,C1=CC(=CC=C1Cl)Cl,prot586,celegans
1,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5,prot25,celegans
1,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,prot2,celegans
0,CC(C)CC(=O)C(=O)O,prot61,celegans
0,CC(=O)C(C)(C(=O)O)O,prot1107,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,prot1024,celegans
0,C1CC(=O)NC1C(=O)O,prot45,celegans
0,CCOC(=O)C1C(O1)C(=O)NC(CC(C)C)C(=O)NCCC(C)C,prot1108,celegans
0,C(CC(CC(=O)O)N)CN,prot1109,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot1110,celegans
1,CSCC[C@@H](C(=O)O)NC=O,prot30,celegans
0,C1=CC(=CC=C1C(=O)O)N,prot60,celegans
1,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,prot151,celegans
1,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)N[C@@H]3CCCC[C@@H]3N,prot1020,celegans
1,CC1=CC[C@]2(C[C@@H]1[C@H](OC2)C3=CC=C(C=C3)O)CO,prot15,celegans
0,C(=C(F)F)Cl,prot203,celegans
0,C1=CC(=CC(=C1)N)C(=O)O,prot1114,celegans
0,C1=CC=C(C=C1)CC(=O)N,prot1115,celegans
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,prot1,celegans
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot327,celegans
1,C([C@H](C=O)O)OP(=O)(O)O,prot1116,celegans
1,C(CC(=O)O)C(=O)C(=O)O,prot1118,celegans
0,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot1120,celegans
1,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,prot1,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot396,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1121,celegans
0,CC1(C2CCC(O1)(CC2)C)C,prot1122,celegans
0,CC(C(C)O)O,prot67,celegans
0,[O-]S(=O)(=O)[O-],prot1123,celegans
0,CCCCCCCCCCC(=O)O,prot229,celegans
0,CC(CC=O)O,prot1124,celegans
0,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,prot837,celegans
0,C1=CC=C(C(=C1)N)[N+](=O)[O-],prot123,celegans
0,C#CCO,prot290,celegans
0,CC(CC(=O)O)O,prot165,celegans
0,CC(=CC(=O)O)C,prot5,celegans
0,C(CCl)N(CCCl)CCCl,prot722,celegans
1,COC1=CC=CC=C1/C=N\OCCC(=O)O,prot3,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot517,celegans
1,C(CSSC[C@@H](C(=O)O)N)O,prot176,celegans
0,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,prot447,celegans
0,C(C#N)C(C(=O)O)N,prot512,celegans
0,C1=CC(=C(C=C1N)O)C(=O)O,prot700,celegans
1,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,prot1,celegans
1,C1=CC(=CC2=C1C=CC(=C2)C(F)(F)P(=O)(O)O)C(F)(F)P(=O)(O)O,prot191,celegans
1,CCOC(=O)C(CCNC(=O)OC(C)(C)C)(CC1=CC=C(C=C1)NS(=O)(=O)O)C(=O)OCC,prot1127,celegans
0,CC(C)CC(=O)C,prot1128,celegans
0,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,prot1012,celegans
1,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,prot1,celegans
1,C(CN)C(=O)O,prot519,celegans
0,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,prot607,celegans
1,CCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,prot30,celegans
0,CC(CCO)O,prot1122,celegans
0,C(CSCC(C(=O)O)N)C(C(=O)O)N,prot1129,celegans
0,C1CC(OC1)N2C=C(C(=O)NC2=O)F,prot916,celegans
1,CC1=C(OC2=C(C1=O)C=C(C=C2)O)C3=CC(=C(C(=C3)Br)O)Br,prot3,celegans
1,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,prot2,celegans
1,CC#CCOC1=CC=C(C=C1)S(=O)(=O)N2CC[C@@H](C2)S,prot592,celegans
0,CCCCCCC(C(C)O)N1C=NC2=C1N=CN=C2N,prot1130,celegans
1,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,prot48,celegans
1,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CC=C(C=C1)OC)C(=O)NC,prot338,celegans
0,CC(C)[N+](=O)[O-],prot848,celegans
1,C(C(CO)O)O,prot25,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot1080,celegans
1,C(COCCOCCO)O,prot191,celegans
0,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)F,prot1099,celegans
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,prot2,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot1028,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1131,celegans
0,C(CN)CO,prot683,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot1132,celegans
1,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,prot1,celegans
0,CCCCC(CC)C(=O)O,prot1009,celegans
0,C1CCC2CCCCC2C1,prot530,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot1133,celegans
0,CC(C(C)O)O,prot1134,celegans
0,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,prot1135,celegans
0,C[N+](C)(C)CC(CC(=O)O)O,prot1137,celegans
1,CC(C)C[C@H](N)P(=O)(O)O,prot966,celegans
1,C(C(CO)O)O,prot1040,celegans
0,CC(C)C(C(C)(C)CO)O,prot1138,celegans
0,C(CCN)CC(C(=O)O)N,prot1139,celegans
0,C1=CC(=CC(=C1)[N+](=O)[O-])N,prot557,celegans
0,CC(C(=O)C)O,prot646,celegans
1,C1=CC(=CC(=C1)O)C2=CC(=O)NS2(=O)=O,prot191,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot852,celegans
0,CC1=CC(=C(C=C1)C(C)C)O,prot28,celegans
0,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot1141,celegans
0,CCCCCCC(C(C)O)N1C=NC2=C1N=CN=C2N,prot1142,celegans
1,C(C(CO)O)O,prot1125,celegans
1,C1=CC(=CC=C1C(C(F)(F)F)(C(F)(F)F)O)NCC(F)(F)F,prot15,celegans
0,CN1C2=C(N=C1C3=CC=C(C=C3)S(=O)(=O)O)N(C(=O)N(C2=O)CC=C)C,prot404,celegans
1,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,prot1,celegans
0,C(C(C(=O)O)N)O,prot1143,celegans
1,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,prot1,celegans
0,CC(C(C)O)O,prot1073,celegans
0,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,prot385,celegans
0,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,prot1144,celegans
1,C1[C@@H](C(=O)N(C2=CC=CC=C21)CC(=O)N)NC(=O)C3=CC4=C[C@@H](SC4=N3)Cl,prot117,celegans
0,COC1C(C(C(C(O1)CO)O)O)O,prot454,celegans
1,C1CN(CCN1)C2=CC3=C(CNC(=O)N3C4=C(C=CC=C4Cl)Cl)C(=C2)C5=C(C=C(C=C5)F)F,prot25,celegans
1,C(C(CO)O)O,prot1145,celegans
0,C1=CN=C2C(=N1)C=NC=N2,prot1146,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot664,celegans
0,CCCCCCC(=O)O,prot629,celegans
1,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,prot1,celegans
1,COC(=O)C(CC1=CC=CC=C1)(CC2=CC=C(C=C2)NS(=O)(=O)O)C(=O)OC,prot1127,celegans
1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,prot25,celegans
1,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,prot1,celegans
0,C(C(Cl)(Cl)Cl)O,prot1147,celegans
1,C(C(CO)O)O,prot1148,celegans
0,C(C=O)O,prot167,celegans
1,C(C(CO)O)O,prot191,celegans
0,C(C(=O)[O-])Br,prot928,celegans
0,CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,prot952,celegans
0,C(CN)C(C(=O)O)N,prot1149,celegans
0,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,prot247,celegans
0,C(C(C(C(=O)CO)O)O)O,prot99,celegans
0,CC(C(C)O)O,prot1150,celegans
